DATE,MODEL_VERSION,POLICY_ID,POLICY_ROLE,THRESHOLDS,EVENT_ID,MATCH,PLAYER1,PLAYER2,PICK,DECISION,RULE,ODDS,BOOKMAKER,PROBABILITY,EV,TIMESTAMP,RESULT,FLAT_RETURN,CLOSING_ODDS,CLV,BRIER_SCORE,SETTLEMENT_RULE
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73325210,"Putintseva, Yulia vs Zhang, Shuai","Putintseva, Yulia","Zhang, Shuai","Zhang, Shuai",authorized,thresholds_passed,2.750,Bet365,0.421060,0.157915,2026-08-03T17:23:44.225853+00:00,W,1.750,1.030,1.669903,0.335172,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73325210,"Putintseva, Yulia vs Zhang, Shuai","Putintseva, Yulia","Zhang, Shuai","Zhang, Shuai",authorized,thresholds_passed,2.750,Bet365,0.421060,0.157915,2026-08-03T17:23:44.225853+00:00,W,1.750,1.030,1.669903,0.335172,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73325210,"Putintseva, Yulia vs Zhang, Shuai","Putintseva, Yulia","Zhang, Shuai","Zhang, Shuai",authorized,thresholds_passed,2.750,Bet365,0.421060,0.157915,2026-08-03T17:23:44.225853+00:00,W,1.750,1.030,1.669903,0.335172,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73325210,"Putintseva, Yulia vs Zhang, Shuai","Putintseva, Yulia","Zhang, Shuai","Zhang, Shuai",authorized,pre_match_validated,2.750,Bet365,0.421060,0.157915,2026-08-03T17:23:44.225853+00:00,W,1.750,1.030,1.669903,0.335172,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73325192,"Valentova, Tereza vs Townsend, Taylor","Valentova, Tereza","Townsend, Taylor","Townsend, Taylor",authorized,thresholds_passed,2.750,Bet365,0.459639,0.264009,2026-08-03T19:03:37.912652+00:00,W,1.750,,,0.291990,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73325192,"Valentova, Tereza vs Townsend, Taylor","Valentova, Tereza","Townsend, Taylor","Townsend, Taylor",authorized,thresholds_passed,2.750,Bet365,0.459639,0.264009,2026-08-03T19:03:37.912652+00:00,W,1.750,,,0.291990,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73325192,"Valentova, Tereza vs Townsend, Taylor","Valentova, Tereza","Townsend, Taylor","Townsend, Taylor",authorized,thresholds_passed,2.750,Bet365,0.459639,0.264009,2026-08-03T19:03:37.912652+00:00,W,1.750,,,0.291990,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73325192,"Valentova, Tereza vs Townsend, Taylor","Valentova, Tereza","Townsend, Taylor","Townsend, Taylor",authorized,pre_match_validated,2.750,Bet365,0.459639,0.264009,2026-08-03T19:03:37.912652+00:00,W,1.750,,,0.291990,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73349582,"Demanet, Emilien vs Vasilev, Alexander","Demanet, Emilien","Vasilev, Alexander","Vasilev, Alexander",cancelled,match_started,,,,,2026-08-03T20:42:16.562218+00:00,L,-1.000,12.000,,,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",cancelled,stale_price,,,,,2026-08-03T20:42:16.562218+00:00,W,-1.000,,,,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",cancelled,stale_price,,,,,2026-08-03T20:42:16.562218+00:00,W,-1.000,,,,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",cancelled,stale_price,,,,,2026-08-03T20:42:16.562218+00:00,W,-1.000,,,,standard_completed_match
2026-08-03,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",cancelled,stale_price,,,,,2026-08-03T20:42:16.562218+00:00,W,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,14417101745,Alice Tubello vs Angella Okutoyi,Alice Tubello,Angella Okutoyi,Angella Okutoyi,cancelled,match_started,,,,,2026-08-04T10:30:27.711757+00:00,L,-1.000,30.000,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73348324,"Hruncakova, Viktoria vs Bandecchi, Susan","Hruncakova, Viktoria","Bandecchi, Susan","Bandecchi, Susan",cancelled,match_started,,,,,2026-08-04T10:30:27.711757+00:00,W,-1.000,1.200,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73348320,"Samson, Laura vs Barthel, Mona","Samson, Laura","Barthel, Mona","Samson, Laura",cancelled,match_started,,,,,2026-08-04T15:20:23.938868+00:00,L,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73325032,"Carreno Busta, Pablo vs Royer, Valentin","Carreno Busta, Pablo","Royer, Valentin","Royer, Valentin",cancelled,uncertainty_adjusted_edge_too_low,2.950,Unibet,0.364764,0.076053,2026-08-04T15:20:23.938868+00:00,W,1.950,1.002,1.944112,0.403525,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73325032,"Carreno Busta, Pablo vs Royer, Valentin","Carreno Busta, Pablo","Royer, Valentin","Royer, Valentin",cancelled,uncertainty_adjusted_edge_too_low,2.950,Unibet,0.364764,0.076053,2026-08-04T15:20:23.938868+00:00,W,1.950,1.002,1.944112,0.403525,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73325032,"Carreno Busta, Pablo vs Royer, Valentin","Carreno Busta, Pablo","Royer, Valentin","Royer, Valentin",cancelled,uncertainty_adjusted_edge_too_low,2.950,Unibet,0.364764,0.076053,2026-08-04T15:20:23.938868+00:00,W,1.950,1.002,1.944112,0.403525,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73325032,"Carreno Busta, Pablo vs Royer, Valentin","Carreno Busta, Pablo","Royer, Valentin","Royer, Valentin",cancelled,uncertainty_adjusted_edge_too_low,2.950,Unibet,0.364764,0.076053,2026-08-04T15:20:23.938868+00:00,W,1.950,1.002,1.944112,0.403525,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",authorized,thresholds_passed,2.380,Unibet,0.481745,0.146552,2026-08-04T17:11:16.972447+00:00,W,1.380,,,0.268588,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",authorized,thresholds_passed,2.380,Unibet,0.481745,0.146552,2026-08-04T17:11:16.972447+00:00,W,1.380,,,0.268588,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",authorized,thresholds_passed,2.380,Unibet,0.481745,0.146552,2026-08-04T17:11:16.972447+00:00,W,1.380,,,0.268588,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73325026,"Cerundolo, Juan Manuel vs Medjedovic, Hamad","Cerundolo, Juan Manuel","Medjedovic, Hamad","Cerundolo, Juan Manuel",authorized,pre_match_validated,2.380,Unibet,0.481745,0.146552,2026-08-04T17:11:16.972447+00:00,W,1.380,,,0.268588,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,14583611816,Mario Gonzalez Fernandez vs Pavel Lagutin,Mario Gonzalez Fernandez,Pavel Lagutin,Mario Gonzalez Fernandez,cancelled,match_started,,,,,2026-08-04T19:05:24.028663+00:00,,,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73255936,"Zhang, Shuai vs Ostapenko, Jelena","Zhang, Shuai","Ostapenko, Jelena","Zhang, Shuai",cancelled,match_started,,,,,2026-08-04T20:49:26.136262+00:00,W,-1.000,1.030,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,13839723032,Pedro Sakamoto vs Gustavo Ribeiro De Almeida,Pedro Sakamoto,Gustavo Ribeiro De Almeida,Pedro Sakamoto,cancelled,match_started,,,,,2026-08-04T20:49:26.136262+00:00,L,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73349592,"Boscardin Dias, Pedro vs Pieri, Samuele","Boscardin Dias, Pedro","Pieri, Samuele","Boscardin Dias, Pedro",cancelled,match_started,,,,,2026-08-04T20:49:26.136262+00:00,L,-1.000,2.630,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73255952,"Rakhimova, Kamilla vs Siniakova, Katerina","Rakhimova, Kamilla","Siniakova, Katerina","Rakhimova, Kamilla",cancelled,match_started,,,,,2026-08-04T22:06:25.092998+00:00,,,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73255930,"Tauson, Clara vs Bartunkova, Nikola","Tauson, Clara","Bartunkova, Nikola","Bartunkova, Nikola",cancelled,stale_price,,,,,2026-08-04T23:31:17.244029+00:00,W,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73255930,"Tauson, Clara vs Bartunkova, Nikola","Tauson, Clara","Bartunkova, Nikola","Bartunkova, Nikola",cancelled,stale_price,,,,,2026-08-04T23:31:17.244029+00:00,W,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73255930,"Tauson, Clara vs Bartunkova, Nikola","Tauson, Clara","Bartunkova, Nikola","Bartunkova, Nikola",cancelled,stale_price,,,,,2026-08-04T23:31:17.244029+00:00,W,-1.000,,,,standard_completed_match
2026-08-04,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73255930,"Tauson, Clara vs Bartunkova, Nikola","Tauson, Clara","Bartunkova, Nikola","Bartunkova, Nikola",cancelled,stale_price,,,,,2026-08-04T23:31:17.244029+00:00,W,-1.000,,,,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73256332,"Lee, Carol Young Suh vs Falei, Aliona","Lee, Carol Young Suh","Falei, Aliona","Falei, Aliona",cancelled,match_started,,,,,2026-08-05T10:28:50.356210+00:00,L,-1.000,29.000,,,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73255244,"Simakin, Ilia vs Sun, Fajing","Simakin, Ilia","Sun, Fajing","Sun, Fajing",cancelled,uncertainty_adjusted_edge_too_low,2.500,Bet365,0.442930,0.107324,2026-08-05T10:28:50.356210+00:00,L,-1.000,,,0.196187,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73255244,"Simakin, Ilia vs Sun, Fajing","Simakin, Ilia","Sun, Fajing","Sun, Fajing",authorized,thresholds_passed,2.500,Bet365,0.442930,0.107324,2026-08-05T10:28:50.356210+00:00,L,-1.000,,,0.196187,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73255244,"Simakin, Ilia vs Sun, Fajing","Simakin, Ilia","Sun, Fajing","Sun, Fajing",authorized,thresholds_passed,2.500,Bet365,0.442930,0.107324,2026-08-05T10:28:50.356210+00:00,L,-1.000,,,0.196187,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73255244,"Simakin, Ilia vs Sun, Fajing","Simakin, Ilia","Sun, Fajing","Sun, Fajing",authorized,pre_match_validated,2.500,Bet365,0.442930,0.107324,2026-08-05T10:28:50.356210+00:00,L,-1.000,,,0.196187,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73252752,"Buse, Ignacio vs Norrie, Cameron","Buse, Ignacio","Norrie, Cameron","Buse, Ignacio",cancelled,model_disagreement,3.000,Bet365,0.456433,0.369299,2026-08-05T16:28:13.362436+00:00,L,-1.000,,,0.208331,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73252752,"Buse, Ignacio vs Norrie, Cameron","Buse, Ignacio","Norrie, Cameron","Buse, Ignacio",cancelled,model_disagreement,3.000,Bet365,0.456433,0.369299,2026-08-05T16:28:13.362436+00:00,L,-1.000,,,0.208331,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-permissive-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=4;risk_ev>0.030,73252752,"Buse, Ignacio vs Norrie, Cameron","Buse, Ignacio","Norrie, Cameron","Buse, Ignacio",cancelled,model_disagreement,3.000,Bet365,0.456433,0.369299,2026-08-05T16:28:13.362436+00:00,L,-1.000,,,0.208331,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,active-v1,active,,73252752,"Buse, Ignacio vs Norrie, Cameron","Buse, Ignacio","Norrie, Cameron","Buse, Ignacio",cancelled,model_disagreement,3.000,Bet365,0.456433,0.369299,2026-08-05T16:28:13.362436+00:00,L,-1.000,,,0.208331,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-conservative-v1,shadow,movement<=0.060;dispersion<=0.080;quality>=7;risk_ev>0.070,73252836,"Marozsan, Fabian vs Arnaldi, Matteo","Marozsan, Fabian","Arnaldi, Matteo","Arnaldi, Matteo",cancelled,stale_price,,,,,2026-08-05T18:04:47.981028+00:00,W,-1.000,1.040,,,standard_completed_match
2026-08-05,tennis-2026.08-bookmaker-retirement-rules-v1,threshold-standard-v1,shadow,movement<=0.100;dispersion<=0.120;quality>=5;risk_ev>0.050,73252836,"Marozsan, Fabian vs Arnaldi, Matteo","Marozsan, Fabian","Arnaldi, Matteo","Arnaldi, Matteo",cancelled,stale_price,,,,,2026-08-05T18:04:47.981028+00:00,W,-1.000,1.040,,,standard_completed_match
